anno	geneIDs	geneNames
713	ANKRD34B|340120	340120	ANKRD34B
714	ANKRD34C|390616	390616	ANKRD34C
715	ANKRD35|148741	148741	ANKRD35
716	ANKRD36BP1|84832	84832	ANKRD36BP1
717	ANKRD36B|57730	57730	ANKRD36B
718	ANKRD36|375248	375248	ANKRD36
719	ANKRD37|353322	353322	ANKRD37
720	ANKRD39|51239	51239	ANKRD39
721	ANKRD40|91369	91369	ANKRD40
722	ANKRD42|338699	338699	ANKRD42
723	ANKRD43|134548	134548	ANKRD43
724	ANKRD44|91526	91526	ANKRD44
725	ANKRD45|339416	339416	ANKRD45
726	ANKRD46|157567	157567	ANKRD46
727	ANKRD49|54851	54851	ANKRD49
728	ANKRD50|57182	57182	ANKRD50
729	ANKRD52|283373	283373	ANKRD52
730	ANKRD53|79998	79998	ANKRD53
731	ANKRD54|129138	129138	ANKRD54
732	ANKRD55|79722	79722	ANKRD55
733	ANKRD56|345079	345079	ANKRD56
734	ANKRD57|65124	65124	ANKRD57
735	ANKRD58|347454	347454	ANKRD58
736	ANKRD5|63926	63926	ANKRD5
737	ANKRD6|22881	22881	ANKRD6
738	ANKRD7|56311	56311	ANKRD7
739	ANKRD9|122416	122416	ANKRD9
740	ANKS1A|23294	23294	ANKS1A
741	ANKS1B|56899	56899	ANKS1B
742	ANKS3|124401	124401	ANKS3
743	ANKS4B|257629	257629	ANKS4B
744	ANKS6|203286	203286	ANKS6
745	ANKZF1|55139	55139	ANKZF1
746	ANLN|54443	54443	ANLN
747	ANO10|55129	55129	ANO10
748	ANO1|55107	55107	ANO1
749	ANO2|57101	57101	ANO2
750	ANO3|63982	63982	ANO3
751	ANO4|121601	121601	ANO4
752	ANO5|203859	203859	ANO5
753	ANO6|196527	196527	ANO6
754	ANO7|50636	50636	ANO7
755	ANO8|57719	57719	ANO8
756	ANO9|338440	338440	ANO9
757	ANP32A|8125	8125	ANP32A
758	ANP32B|10541	10541	ANP32B
759	ANP32C|23520	23520	ANP32C
760	ANP32D|23519	23519	ANP32D
761	ANP32E|81611	81611	ANP32E
762	ANPEP|290	290	ANPEP
763	ANTXR1|84168	84168	ANTXR1
764	ANTXR2|118429	118429	ANTXR2
765	ANTXRL|195977	195977	ANTXRL
766	ANUBL1|93550	93550	ANUBL1
767	ANXA10|11199	11199	ANXA10
768	ANXA11|311	311	ANXA11
769	ANXA13|312	312	ANXA13
770	ANXA1|301	301	ANXA1
771	ANXA2P1|303	303	ANXA2P1
772	ANXA2P2|304	304	ANXA2P2
773	ANXA2P3|305	305	ANXA2P3
774	ANXA2|302	302	ANXA2
775	ANXA3|306	306	ANXA3
776	ANXA4|307	307	ANXA4
777	ANXA5|308	308	ANXA5
778	ANXA6|309	309	ANXA6
779	ANXA7|310	310	ANXA7
780	ANXA8L1|728113	728113	ANXA8L1
781	ANXA8L2|244	244	ANXA8L2
782	ANXA8|653145	653145	ANXA8
783	ANXA9|8416	8416	ANXA9
784	AOAH|313	313	AOAH
785	AOC2|314	314	AOC2
786	AOC3|8639	8639	AOC3
787	AOX1|316	316	AOX1
788	AOX2P|344454	344454	AOX2P
789	AP1AR|55435	55435	AP1AR
790	AP1B1|162	162	AP1B1
791	AP1G1|164	164	AP1G1
792	AP1G2|8906	8906	AP1G2
793	AP1M1|8907	8907	AP1M1
794	AP1M2|10053	10053	AP1M2
795	AP1S1|1174	1174	AP1S1
796	AP1S2|8905	8905	AP1S2
797	AP1S3|130340	130340	AP1S3
798	AP2A1|160	160	AP2A1
799	AP2A2|161	161	AP2A2
800	AP2B1|163	163	AP2B1
801	AP2M1|1173	1173	AP2M1
802	AP2S1|1175	1175	AP2S1
803	AP3B1|8546	8546	AP3B1
804	AP3B2|8120	8120	AP3B2
805	AP3D1|8943	8943	AP3D1
806	AP3M1|26985	26985	AP3M1
807	AP3M2|10947	10947	AP3M2
808	AP3S1|1176	1176	AP3S1
809	AP3S2|10239	10239	AP3S2
810	AP4B1|10717	10717	AP4B1
811	AP4E1|23431	23431	AP4E1
812	AP4M1|9179	9179	AP4M1
813	AP4S1|11154	11154	AP4S1
814	APAF1|317	317	APAF1
815	APBA1|320	320	APBA1
816	APBA2|321	321	APBA2
817	APBA3|9546	9546	APBA3
818	APBB1IP|54518	54518	APBB1IP
819	APBB1|322	322	APBB1
820	APBB2|323	323	APBB2
821	APBB3|10307	10307	APBB3
822	APC2|10297	10297	APC2
823	APCDD1L|164284	164284	APCDD1L
824	APCDD1|147495	147495	APCDD1
825	APCS|325	325	APCS
826	APC|324	324	APC
827	APEH|327	327	APEH
828	APEX1|328	328	APEX1
829	APEX2|27301	27301	APEX2
830	APH1A|51107	51107	APH1A
831	APH1B|83464	83464	APH1B
832	API5|8539	8539	API5
833	APIP|51074	51074	APIP
834	APITD1|378708	378708	APITD1
835	APLF|200558	200558	APLF
836	APLNR|187	187	APLNR
837	APLN|8862	8862	APLN
838	APLP1|333	333	APLP1
839	APLP2|334	334	APLP2
840	APOA1BP|128240	128240	APOA1BP
841	APOA1|335	335	APOA1
842	APOA2|336	336	APOA2
843	APOA4|337	337	APOA4
844	APOA5|116519	116519	APOA5
845	APOB48R|55911	55911	APOB48R
846	APOBEC1|339	339	APOBEC1
847	APOBEC2|10930	10930	APOBEC2
848	APOBEC3A|200315	200315	APOBEC3A
849	APOBEC3B|9582	9582	APOBEC3B
850	APOBEC3C|27350	27350	APOBEC3C
851	APOBEC3D|140564	140564	APOBEC3D
852	APOBEC3F|200316	200316	APOBEC3F
853	APOBEC3G|60489	60489	APOBEC3G
854	APOBEC3H|164668	164668	APOBEC3H
855	APOBEC4|403314	403314	APOBEC4
856	APOB|338	338	APOB
857	APOC1P1|342	342	APOC1P1
858	APOC1|341	341	APOC1
859	APOC2|344	344	APOC2
860	APOC3|345	345	APOC3
861	APOC4|346	346	APOC4
862	APOD|347	347	APOD
863	APOE|348	348	APOE
864	APOF|319	319	APOF
865	APOH|350	350	APOH
866	APOL1|8542	8542	APOL1
867	APOL2|23780	23780	APOL2
868	APOL3|80833	80833	APOL3
869	APOL4|80832	80832	APOL4
870	APOL5|80831	80831	APOL5
871	APOL6|80830	80830	APOL6
872	APOLD1|81575	81575	APOLD1
873	APOM|55937	55937	APOM
874	APOOL|139322	139322	APOOL
875	APOO|79135	79135	APOO
876	APPBP2|10513	10513	APPBP2
877	APPL1|26060	26060	APPL1
878	APPL2|55198	55198	APPL2
879	APP|351	351	APP
880	APRT|353	353	APRT
881	APTX|54840	54840	APTX
882	AQP10|89872	89872	AQP10
883	AQP11|282679	282679	AQP11
884	AQP12A|375318	375318	AQP12A
885	AQP12B|653437	653437	AQP12B
886	AQP1|358	358	AQP1
887	AQP2|359	359	AQP2
888	AQP3|360	360	AQP3
889	AQP4|361	361	AQP4
890	AQP5|362	362	AQP5
891	AQP6|363	363	AQP6
892	AQP7P1|375719	375719	AQP7P1
893	AQP7P3|441432	441432	AQP7P3
894	AQP7|364	364	AQP7
895	AQP8|343	343	AQP8
896	AQP9|366	366	AQP9
897	AQPEP|206338	206338	AQPEP
898	AQR|9716	9716	AQR
899	ARAF|369	369	ARAF
900	ARAP1|116985	116985	ARAP1
901	ARAP2|116984	116984	ARAP2
902	ARAP3|64411	64411	ARAP3
903	ARCN1|372	372	ARCN1
904	ARC|23237	23237	ARC
905	AREG|374	374	AREG
906	ARF1|375	375	ARF1
907	ARF3|377	377	ARF3
908	ARF4|378	378	ARF4
909	ARF5|381	381	ARF5
910	ARF6|382	382	ARF6
911	ARFGAP1|55738	55738	ARFGAP1
912	ARFGAP2|84364	84364	ARFGAP2
913	ARFGAP3|26286	26286	ARFGAP3
914	ARFGEF1|10565	10565	ARFGEF1
915	ARFGEF2|10564	10564	ARFGEF2
916	ARFIP1|27236	27236	ARFIP1
917	ARFIP2|23647	23647	ARFIP2
918	ARFRP1|10139	10139	ARFRP1
919	ARG1|383	383	ARG1
920	ARG2|384	384	ARG2
921	ARGFXP2|503640	503640	ARGFXP2
922	ARGFX|503582	503582	ARGFX
923	ARGLU1|55082	55082	ARGLU1
924	ARHGAP10|79658	79658	ARHGAP10
925	ARHGAP11A|9824	9824	ARHGAP11A
926	ARHGAP11B|89839	89839	ARHGAP11B
927	ARHGAP12|94134	94134	ARHGAP12
928	ARHGAP15|55843	55843	ARHGAP15
929	ARHGAP17|55114	55114	ARHGAP17
930	ARHGAP18|93663	93663	ARHGAP18
931	ARHGAP19|84986	84986	ARHGAP19
932	ARHGAP1|392	392	ARHGAP1
933	ARHGAP20|57569	57569	ARHGAP20
934	ARHGAP21|57584	57584	ARHGAP21
935	ARHGAP22|58504	58504	ARHGAP22
936	ARHGAP23|57636	57636	ARHGAP23
937	ARHGAP24|83478	83478	ARHGAP24
938	ARHGAP25|9938	9938	ARHGAP25
939	ARHGAP26|23092	23092	ARHGAP26
940	ARHGAP27|201176	201176	ARHGAP27
941	ARHGAP28|79822	79822	ARHGAP28
942	ARHGAP29|9411	9411	ARHGAP29
943	ARHGAP30|257106	257106	ARHGAP30
944	ARHGAP31|57514	57514	ARHGAP31
945	ARHGAP32|9743	9743	ARHGAP32
946	ARHGAP33|115703	115703	ARHGAP33
947	ARHGAP36|158763	158763	ARHGAP36
948	ARHGAP39|80728	80728	ARHGAP39
949	ARHGAP42|143872	143872	ARHGAP42
950	ARHGAP4|393	393	ARHGAP4
951	ARHGAP5|394	394	ARHGAP5
952	ARHGAP6|395	395	ARHGAP6
953	ARHGAP8|23779	23779	ARHGAP8
954	ARHGAP9|64333	64333	ARHGAP9
955	ARHGDIA|396	396	ARHGDIA
956	ARHGDIB|397	397	ARHGDIB
957	ARHGDIG|398	398	ARHGDIG
958	ARHGEF10L|55160	55160	ARHGEF10L
959	ARHGEF10|9639	9639	ARHGEF10
960	ARHGEF11|9826	9826	ARHGEF11
961	ARHGEF12|23365	23365	ARHGEF12
962	ARHGEF15|22899	22899	ARHGEF15
963	ARHGEF16|27237	27237	ARHGEF16
964	ARHGEF17|9828	9828	ARHGEF17
965	ARHGEF18|23370	23370	ARHGEF18
966	ARHGEF19|128272	128272	ARHGEF19
967	ARHGEF1|9138	9138	ARHGEF1
968	ARHGEF2|9181	9181	ARHGEF2
969	ARHGEF33|100271715	100271715	ARHGEF33
970	ARHGEF35|445328	445328	ARHGEF35
971	ARHGEF37|389337	389337	ARHGEF37
972	ARHGEF38|54848	54848	ARHGEF38
973	ARHGEF3|50650	50650	ARHGEF3
974	ARHGEF4|50649	50649	ARHGEF4
975	ARHGEF5|7984	7984	ARHGEF5
976	ARHGEF6|9459	9459	ARHGEF6
977	ARHGEF7|8874	8874	ARHGEF7
978	ARHGEF9|23229	23229	ARHGEF9
979	ARID1A|8289	8289	ARID1A
980	ARID1B|57492	57492	ARID1B
981	ARID2|196528	196528	ARID2
982	ARID3A|1820	1820	ARID3A
983	ARID3B|10620	10620	ARID3B
984	ARID3C|138715	138715	ARID3C
985	ARID4A|5926	5926	ARID4A
986	ARID4B|51742	51742	ARID4B
987	ARID5A|10865	10865	ARID5A
988	ARID5B|84159	84159	ARID5B
989	ARIH1|25820	25820	ARIH1
990	ARIH2|10425	10425	ARIH2
991	ARL10|285598	285598	ARL10
992	ARL11|115761	115761	ARL11
993	ARL13A|392509	392509	ARL13A
994	ARL13B|200894	200894	ARL13B
995	ARL14|80117	80117	ARL14
996	ARL15|54622	54622	ARL15
997	ARL16|339231	339231	ARL16
998	ARL17A|51326	51326	ARL17A
999	ARL17B|641522	641522	ARL17B
1000	ARL1|400	400	ARL1
1001	ARL2BP|23568	23568	ARL2BP
1002	ARL2|402	402	ARL2
1003	ARL3|403	403	ARL3
1004	ARL4A|10124	10124	ARL4A
1005	ARL4C|10123	10123	ARL4C
1006	ARL4D|379	379	ARL4D
1007	ARL5A|26225	26225	ARL5A
1008	ARL5B|221079	221079	ARL5B
1009	ARL5C|390790	390790	ARL5C
1010	ARL6IP1|23204	23204	ARL6IP1
1011	ARL6IP4|51329	51329	ARL6IP4
1012	ARL6IP5|10550	10550	ARL6IP5
1013	ARL6IP6|151188	151188	ARL6IP6
1014	ARL6|84100	84100	ARL6
1015	ARL8A|127829	127829	ARL8A
1016	ARL8B|55207	55207	ARL8B
1017	ARL9|132946	132946	ARL9
1018	ARMC10|83787	83787	ARMC10
1019	ARMC1|55156	55156	ARMC1
1020	ARMC2|84071	84071	ARMC2
1021	ARMC3|219681	219681	ARMC3
1022	ARMC4|55130	55130	ARMC4
1023	ARMC5|79798	79798	ARMC5
1024	ARMC6|93436	93436	ARMC6
1025	ARMC7|79637	79637	ARMC7
1026	ARMC8|25852	25852	ARMC8
1027	ARMC9|80210	80210	ARMC9
1028	ARMCX1|51309	51309	ARMCX1
1029	ARMCX2|9823	9823	ARMCX2
1030	ARMCX3|51566	51566	ARMCX3
1031	ARMCX5|64860	64860	ARMCX5
1032	ARMCX6|54470	54470	ARMCX6
1033	ARMS2|387715	387715	ARMS2
1034	ARNT2|9915	9915	ARNT2
1035	ARNTL2|56938	56938	ARNTL2
1036	ARNTL|406	406	ARNTL
1037	ARNT|405	405	ARNT
1038	ARPC1A|10552	10552	ARPC1A
1039	ARPC1B|10095	10095	ARPC1B
1040	ARPC2|10109	10109	ARPC2
1041	ARPC3|10094	10094	ARPC3
1042	ARPC4|10093	10093	ARPC4
1043	ARPC5L|81873	81873	ARPC5L
1044	ARPC5|10092	10092	ARPC5
1045	ARPM1|84517	84517	ARPM1
1046	ARPP19|10776	10776	ARPP19
1047	ARPP21|10777	10777	ARPP21
1048	ARR3|407	407	ARR3
1049	ARRB1|408	408	ARRB1
1050	ARRB2|409	409	ARRB2
1051	ARRDC1|92714	92714	ARRDC1
1052	ARRDC2|27106	27106	ARRDC2
1053	ARRDC3|57561	57561	ARRDC3
1054	ARRDC4|91947	91947	ARRDC4
1055	ARRDC5|645432	645432	ARRDC5
1056	ARSA|410	410	ARSA
1057	ARSB|411	411	ARSB
1058	ARSD|414	414	ARSD
1059	ARSE|415	415	ARSE
1060	ARSF|416	416	ARSF
1061	ARSG|22901	22901	ARSG
1062	ARSH|347527	347527	ARSH
1063	ARSI|340075	340075	ARSI
1064	ARSJ|79642	79642	ARSJ
1065	ARSK|153642	153642	ARSK
1066	ART1|417	417	ART1
1067	ART3|419	419	ART3
1068	ART4|420	420	ART4
1069	ART5|116969	116969	ART5
1070	ARTN|9048	9048	ARTN
1071	ARV1|64801	64801	ARV1
1072	ARVCF|421	421	ARVCF
1073	ARX|170302	170302	ARX
1074	AR|367	367	AR
1075	AS3MT|57412	57412	AS3MT
1076	ASAH1|427	427	ASAH1
1077	ASAH2B|653308	653308	ASAH2B
1078	ASAH2|56624	56624	ASAH2
1079	ASAM|79827	79827	ASAM
1080	ASAP1IT1|29065	29065	ASAP1IT1
1081	ASAP1|50807	50807	ASAP1
1082	ASAP2|8853	8853	ASAP2
1083	ASAP3|55616	55616	ASAP3
1084	ASB10|136371	136371	ASB10
1085	ASB11|140456	140456	ASB11
1086	ASB12|142689	142689	ASB12
1087	ASB13|79754	79754	ASB13
1088	ASB14|142686	142686	ASB14
1089	ASB15|142685	142685	ASB15
1090	ASB16|92591	92591	ASB16
1091	ASB17|127247	127247	ASB17
1092	ASB18|401036	401036	ASB18
1093	ASB1|51665	51665	ASB1
1094	ASB2|51676	51676	ASB2
1095	ASB3|51130	51130	ASB3
1096	ASB4|51666	51666	ASB4
1097	ASB5|140458	140458	ASB5
1098	ASB6|140459	140459	ASB6
1099	ASB7|140460	140460	ASB7
1100	ASB8|140461	140461	ASB8
1101	ASB9|140462	140462	ASB9
1102	ASCC1|51008	51008	ASCC1
1103	ASCC2|84164	84164	ASCC2
1104	ASCC3|10973	10973	ASCC3
1105	ASCL1|429	429	ASCL1
1106	ASCL2|430	430	ASCL2
1107	ASCL3|56676	56676	ASCL3
1108	ASCL4|121549	121549	ASCL4
1109	ASF1A|25842	25842	ASF1A
1110	ASF1B|55723	55723	ASF1B
1111	ASFMR1|100126270	100126270	ASFMR1
1112	ASGR1|432	432	ASGR1
1113	ASGR2|433	433	ASGR2
1114	ASH1L|55870	55870	ASH1L
1115	ASH2L|9070	9070	ASH2L
1116	ASIP|434	434	ASIP
1117	ASL|435	435	ASL
1118	ASMTL|8623	8623	ASMTL
1119	ASMT|438	438	ASMT
1120	ASNA1|439	439	ASNA1
1121	ASNSD1|54529	54529	ASNSD1
1122	ASNS|440	440	ASNS
1123	ASPA|443	443	ASPA
1124	ASPDH|554235	554235	ASPDH
1125	ASPG|374569	374569	ASPG
1126	ASPHD1|253982	253982	ASPHD1
1127	ASPHD2|57168	57168	ASPHD2
1128	ASPH|444	444	ASPH
1129	ASPM|259266	259266	ASPM
1130	ASPN|54829	54829	ASPN
1131	ASPRV1|151516	151516	ASPRV1
1132	ASPSCR1|79058	79058	ASPSCR1
1133	ASRGL1|80150	80150	ASRGL1
1134	ASS1|445	445	ASS1
1135	ASTE1|28990	28990	ASTE1
1136	ASTL|431705	431705	ASTL
1137	ASTN1|460	460	ASTN1
1138	ASTN2|23245	23245	ASTN2
1139	ASXL1|171023	171023	ASXL1
1140	ASXL2|55252	55252	ASXL2
1141	ASXL3|80816	80816	ASXL3
1142	ASZ1|136991	136991	ASZ1
1143	ATAD1|84896	84896	ATAD1
1144	ATAD2B|54454	54454	ATAD2B
1145	ATAD2|29028	29028	ATAD2
1146	ATAD3A|55210	55210	ATAD3A
1147	ATAD3B|83858	83858	ATAD3B
1148	ATAD3C|219293	219293	ATAD3C
1149	ATAD5|79915	79915	ATAD5
1150	ATCAY|85300	85300	ATCAY
1151	ATE1|11101	11101	ATE1
1152	ATF1|466	466	ATF1
1153	ATF2|1386	1386	ATF2
1154	ATF3|467	467	ATF3
1155	ATF4|468	468	ATF4
1156	ATF5|22809	22809	ATF5
1157	ATF6B|1388	1388	ATF6B
1158	ATF6|22926	22926	ATF6
1159	ATF7IP2|80063	80063	ATF7IP2
1160	ATF7IP|55729	55729	ATF7IP
1161	ATF7|11016	11016	ATF7
1162	ATG10|83734	83734	ATG10
1163	ATG12|9140	9140	ATG12
1164	ATG16L1|55054	55054	ATG16L1
1165	ATG16L2|89849	89849	ATG16L2
1166	ATG2A|23130	23130	ATG2A
1167	ATG2B|55102	55102	ATG2B
1168	ATG3|64422	64422	ATG3
1169	ATG4A|115201	115201	ATG4A
1170	ATG4B|23192	23192	ATG4B
1171	ATG4C|84938	84938	ATG4C
1172	ATG4D|84971	84971	ATG4D
1173	ATG5|9474	9474	ATG5
1174	ATG7|10533	10533	ATG7
1175	ATG9A|79065	79065	ATG9A
1176	ATG9B|285973	285973	ATG9B
1177	ATHL1|80162	80162	ATHL1
1178	ATIC|471	471	ATIC
1179	ATL1|51062	51062	ATL1
1180	ATL2|64225	64225	ATL2
1181	ATL3|25923	25923	ATL3
1182	ATMIN|23300	23300	ATMIN
1183	ATM|472	472	ATM
1184	ATN1|1822	1822	ATN1
1185	ATOH1|474	474	ATOH1
1186	ATOH7|220202	220202	ATOH7
1187	ATOH8|84913	84913	ATOH8
1188	ATOX1|475	475	ATOX1
1189	ATP10A|57194	57194	ATP10A
1190	ATP10B|23120	23120	ATP10B
1191	ATP10D|57205	57205	ATP10D
1192	ATP11A|23250	23250	ATP11A
1193	ATP11B|23200	23200	ATP11B
1194	ATP11C|286410	286410	ATP11C
1195	ATP12A|479	479	ATP12A
1196	ATP13A1|57130	57130	ATP13A1
1197	ATP13A2|23400	23400	ATP13A2
1198	ATP13A3|79572	79572	ATP13A3
1199	ATP13A4|84239	84239	ATP13A4
1200	ATP13A5|344905	344905	ATP13A5
1201	ATP1A1|476	476	ATP1A1
1202	ATP1A2|477	477	ATP1A2
1203	ATP1A3|478	478	ATP1A3
1204	ATP1A4|480	480	ATP1A4
1205	ATP1B1|481	481	ATP1B1
1206	ATP1B2|482	482	ATP1B2
1207	ATP1B3|483	483	ATP1B3
1208	ATP1B4|23439	23439	ATP1B4
1209	ATP2A1|487	487	ATP2A1
1210	ATP2A2|488	488	ATP2A2
1211	ATP2A3|489	489	ATP2A3
1212	ATP2B1|490	490	ATP2B1
1213	ATP2B2|491	491	ATP2B2
1214	ATP2B3|492	492	ATP2B3
1215	ATP2B4|493	493	ATP2B4
1216	ATP2C1|27032	27032	ATP2C1
1217	ATP2C2|9914	9914	ATP2C2
1218	ATP4A|495	495	ATP4A
1219	ATP4B|496	496	ATP4B
1220	ATP5A1|498	498	ATP5A1
1221	ATP5B|506	506	ATP5B
1222	ATP5C1|509	509	ATP5C1
1223	ATP5D|513	513	ATP5D
1224	ATP5EP2|432369	432369	ATP5EP2
1225	ATP5E|514	514	ATP5E
1226	ATP5F1|515	515	ATP5F1
1227	ATP5G1|516	516	ATP5G1
1228	ATP5G2|517	517	ATP5G2
1229	ATP5G3|518	518	ATP5G3
1230	ATP5H|10476	10476	ATP5H
1231	ATP5I|521	521	ATP5I
1232	ATP5J2|9551	9551	ATP5J2
1233	ATP5J|522	522	ATP5J
1234	ATP5L2|267020	267020	ATP5L2
1235	ATP5L|10632	10632	ATP5L
1236	ATP5O|539	539	ATP5O
1237	ATP5SL|55101	55101	ATP5SL
1238	ATP5S|27109	27109	ATP5S
1239	ATP6AP1L|92270	92270	ATP6AP1L
1240	ATP6AP1|537	537	ATP6AP1
1241	ATP6AP2|10159	10159	ATP6AP2
1242	ATP6V0A1|535	535	ATP6V0A1
1243	ATP6V0A2|23545	23545	ATP6V0A2
1244	ATP6V0A4|50617	50617	ATP6V0A4
1245	ATP6V0B|533	533	ATP6V0B
1246	ATP6V0C|527	527	ATP6V0C
1247	ATP6V0D1|9114	9114	ATP6V0D1
1248	ATP6V0D2|245972	245972	ATP6V0D2
1249	ATP6V0E1|8992	8992	ATP6V0E1
1250	ATP6V0E2|155066	155066	ATP6V0E2
1251	ATP6V1A|523	523	ATP6V1A
1252	ATP6V1B1|525	525	ATP6V1B1
1253	ATP6V1B2|526	526	ATP6V1B2
1254	ATP6V1C1|528	528	ATP6V1C1
1255	ATP6V1C2|245973	245973	ATP6V1C2
1256	ATP6V1D|51382	51382	ATP6V1D
1257	ATP6V1E1|529	529	ATP6V1E1
1258	ATP6V1E2|90423	90423	ATP6V1E2
1259	ATP6V1F|9296	9296	ATP6V1F
1260	ATP6V1G1|9550	9550	ATP6V1G1
1261	ATP6V1G2|534	534	ATP6V1G2
1262	ATP6V1G3|127124	127124	ATP6V1G3
1263	ATP6V1H|51606	51606	ATP6V1H
1264	ATP7A|538	538	ATP7A
1265	ATP7B|540	540	ATP7B
1266	ATP8A1|10396	10396	ATP8A1
1267	ATP8A2|51761	51761	ATP8A2
1268	ATP8B1|5205	5205	ATP8B1
1269	ATP8B2|57198	57198	ATP8B2
1270	ATP8B3|148229	148229	ATP8B3
1271	ATP8B4|79895	79895	ATP8B4
1272	ATP8B5P|158381	158381	ATP8B5P
1273	ATP9A|10079	10079	ATP9A
1274	ATP9B|374868	374868	ATP9B
1275	ATPAF1|64756	64756	ATPAF1
1276	ATPAF2|91647	91647	ATPAF2
1277	ATPBD4|89978	89978	ATPBD4
1278	ATPIF1|93974	93974	ATPIF1
1279	ATRIP|84126	84126	ATRIP
1280	ATRNL1|26033	26033	ATRNL1
1281	ATRN|8455	8455	ATRN
1282	ATRX|546	546	ATRX
1283	ATR|545	545	ATR
1284	ATXN10|25814	25814	ATXN10
1285	ATXN1L|342371	342371	ATXN1L
1286	ATXN1|6310	6310	ATXN1
1287	ATXN2L|11273	11273	ATXN2L
1288	ATXN2|6311	6311	ATXN2
1289	ATXN3L|92552	92552	ATXN3L
1290	ATXN3|4287	4287	ATXN3
1291	ATXN7L1|222255	222255	ATXN7L1
1292	ATXN7L2|127002	127002	ATXN7L2
1293	ATXN7L3B|552889	552889	ATXN7L3B
1294	ATXN7L3|56970	56970	ATXN7L3
1295	ATXN7|6314	6314	ATXN7
1296	ATXN8OS|6315	6315	ATXN8OS
1297	AUH|549	549	AUH
1298	AUP1|550	550	AUP1
1299	AURKAIP1|54998	54998	AURKAIP1
1300	AURKAPS1|6791	6791	AURKAPS1
1301	AURKA|6790	6790	AURKA
1302	AURKB|9212	9212	AURKB
1303	AURKC|6795	6795	AURKC
1304	AUTS2|26053	26053	AUTS2
1305	AVEN|57099	57099	AVEN
1306	AVIL|10677	10677	AVIL
1307	AVL9|23080	23080	AVL9
1308	AVPI1|60370	60370	AVPI1
1309	AVPR1A|552	552	AVPR1A
1310	AVPR1B|553	553	AVPR1B
1311	AVPR2|554	554	AVPR2
1312	AVP|551	551	AVP
1313	AWAT1|158833	158833	AWAT1
1314	AWAT2|158835	158835	AWAT2
1315	AXIN1|8312	8312	AXIN1
1316	AXIN2|8313	8313	AXIN2
1317	AXL|558	558	AXL
1318	AZGP1|563	563	AZGP1
1319	AZI1|22994	22994	AZI1
1320	AZI2|64343	64343	AZI2
1321	AZIN1|51582	51582	AZIN1
1322	AZU1|566	566	AZU1
1323	B2M|567	567	B2M
1324	B3GALNT1|8706	8706	B3GALNT1
1325	B3GALNT2|148789	148789	B3GALNT2
1326	B3GALT1|8708	8708	B3GALT1
1327	B3GALT2|8707	8707	B3GALT2
1328	B3GALT4|8705	8705	B3GALT4
1329	B3GALT5|10317	10317	B3GALT5
1330	B3GALT6|126792	126792	B3GALT6
1331	B3GALTL|145173	145173	B3GALTL
1332	B3GAT1|27087	27087	B3GAT1
1333	B3GAT2|135152	135152	B3GAT2
1334	B3GAT3|26229	26229	B3GAT3
1335	B3GNT1|11041	11041	B3GNT1
1336	B3GNT2|10678	10678	B3GNT2
1337	B3GNT3|10331	10331	B3GNT3
1338	B3GNT4|79369	79369	B3GNT4
1339	B3GNT5|84002	84002	B3GNT5
1340	B3GNT6|192134	192134	B3GNT6
1341	B3GNT7|93010	93010	B3GNT7
1342	B3GNT8|374907	374907	B3GNT8
1343	B3GNT9|84752	84752	B3GNT9
1344	B3GNTL1|146712	146712	B3GNTL1
1345	B4GALNT1|2583	2583	B4GALNT1
1346	B4GALNT2|124872	124872	B4GALNT2
1347	B4GALNT3|283358	283358	B4GALNT3
1348	B4GALNT4|338707	338707	B4GALNT4
1349	B4GALT1|2683	2683	B4GALT1
1350	B4GALT2|8704	8704	B4GALT2
1351	B4GALT3|8703	8703	B4GALT3
1352	B4GALT4|8702	8702	B4GALT4
1353	B4GALT5|9334	9334	B4GALT5
1354	B4GALT6|9331	9331	B4GALT6
1355	B4GALT7|11285	11285	B4GALT7
1356	B9D1|27077	27077	B9D1
1357	B9D2|80776	80776	B9D2
1358	BAALC|79870	79870	BAALC
1359	BAAT|570	570	BAAT
1360	BACE1|23621	23621	BACE1
1361	BACE2|25825	25825	BACE2
1362	BACH1|571	571	BACH1
1363	BACH2|60468	60468	BACH2
1364	BAD|572	572	BAD
1365	BAG1|573	573	BAG1
1366	BAG2|9532	9532	BAG2
1367	BAG3|9531	9531	BAG3
1368	BAG4|9530	9530	BAG4
1369	BAG5|9529	9529	BAG5
1370	BAGE2|85319	85319	BAGE2
1371	BAGE|574	574	BAGE
1372	BAHCC1|57597	57597	BAHCC1
1373	BAHD1|22893	22893	BAHD1
1374	BAI1|575	575	BAI1
1375	BAI2|576	576	BAI2
1376	BAI3|577	577	BAI3
1377	BAIAP2L1|55971	55971	BAIAP2L1
1378	BAIAP2L2|80115	80115	BAIAP2L2
1379	BAIAP2|10458	10458	BAIAP2
1380	BAIAP3|8938	8938	BAIAP3
1381	BAK1|578	578	BAK1
1382	BAMBI|25805	25805	BAMBI
1383	BANF1|8815	8815	BANF1
1384	BANF2|140836	140836	BANF2
1385	BANK1|55024	55024	BANK1
1386	BANP|54971	54971	BANP
1387	BAP1|8314	8314	BAP1
1388	BARD1|580	580	BARD1
1389	BARHL1|56751	56751	BARHL1
1390	BARHL2|343472	343472	BARHL2
1391	BARX1|56033	56033	BARX1
